,rf_probability
2732,0.29675
2733,0.10533333333333333
2734,0.2533125
2735,0.18725000000000003
2736,0.0
2737,0.4191547619047619
2738,0.17666666666666667
2739,0.0
2740,0.615
2741,0.535
2742,0.7075
2743,0.34714285714285714
2744,0.7833333333333334
2745,0.03666666666666667
2746,0.455
2747,0.415
2748,0.82
2749,0.74
2750,0.365
2751,0.58
2752,0.11092857142857142
2753,0.033249999999999995
2754,0.445
2755,0.49
2756,0.125
2757,0.94
2758,0.2796969696969698
2759,0.0
2760,0.885
2761,0.245
2762,0.0
2763,0.37
2764,0.205
2765,0.0883320707070707
2766,0.01630952380952381
2767,0.8141666666666667
2768,0.6775
2769,0.0
2770,0.0
2771,0.766875
2772,0.655
2773,0.7066666666666667
2774,0.05
2775,0.6233333333333334
2776,0.08083333333333334
2777,0.69125
2778,0.4453333333333333
2779,0.675
2780,0.465
2781,0.0
2782,0.6802261904761905
2783,0.065
2784,0.7
2785,0.0
2786,0.46775000000000005
2787,0.55
2788,0.8801666666666665
2789,0.38608333333333333
2790,0.637
2791,0.2091428571428571
2792,0.665
2793,0.385
2794,0.03
2795,0.7525
2796,0.0
2797,0.0025
2798,0.445
2799,0.4733333333333333
2800,0.005
2801,0.628
2802,0.34600000000000003
2803,0.68375
2804,0.41
2805,0.5745714285714286
2806,0.5529999999999999
2807,0.6258333333333332
2808,0.835
2809,0.56
2810,0.0
2811,0.65
2812,0.37273809523809526
2813,0.54
2814,0.0
2815,0.3345830208777327
2816,0.08283333333333333
2817,0.33833333333333326
2818,0.2325
2819,0.2946666666666667
2820,0.045246417797888384
2821,0.26566666666666666
2822,0.26166666666666666
2823,0.21466666666666667
2824,0.135
2825,0.5179166666666667
2826,0.09613027576998164
2827,0.465
2828,0.69
2829,0.37
2830,0.8095
2831,0.5783333333333334
2832,0.20666666666666667
2833,0.2736298701298701
2834,0.41041666666666665
2835,0.016708465732974364
2836,0.2675
2837,0.4764377958642665
2838,0.695
2839,0.19974855071963707
2840,0.09050000000000001
2841,0.285
2842,0.23773214285714292
2843,0.5150125430125427
2844,0.4375
2845,0.335
2846,0.805
2847,0.24
2848,0.09114285714285714
2849,0.09253968253968253
2850,0.635
2851,0.6475
2852,0.0
2853,0.642515218541576
2854,0.37
2855,0.0
2856,0.71625
2857,0.395
2858,0.35875
2859,0.5525
2860,0.35174999999999995
2861,0.59
2862,0.565
2863,0.8747857142857144
2864,0.245
2865,0.32
2866,0.5875
2867,0.02393713639301874
2868,0.095
2869,0.0
2870,0.5916666666666667
2871,0.6986666666666668
2872,0.525
2873,0.475
2874,0.16833333333333333
2875,0.0
2876,0.63
2877,0.0
2878,0.4141666666666666
2879,0.5551928998289289
2880,0.17
2881,0.555
2882,0.5625
2883,0.42875
2884,0.3345830208777327
2885,0.0623929174086375
2886,0.525
2887,0.37
2888,0.05251190476190476
2889,0.485
2890,0.07584956709956711
2891,0.62125
2892,0.26969861511037985
2893,0.28150000000000003
2894,0.33675
2895,0.2583333333333333
2896,0.47
2897,0.0
2898,0.14
2899,0.6725
2900,0.2960257936507936
2901,0.22379613482922311
2902,0.0
2903,0.5025
2904,0.5566666666666668
2905,0.345
2906,0.645
2907,0.4244880952380952
2908,0.5245833333333334
2909,0.1612797619047619
2910,0.505
2911,0.2579545454545455
2912,0.41
2913,0.3640833333333333
2914,0.0
2915,0.0
2916,0.17942307692307694
2917,0.624722804972805
2918,0.2735714285714286
2919,0.77
2920,0.4243015873015874
2921,0.55
2922,0.67
2923,0.4555357142857143
2924,0.0
2925,0.7
2926,0.555
2927,0.02
2928,0.0
2929,0.30866666666666664
2930,0.36
2931,0.06914285714285714
2932,0.6541547619047619
2933,0.0
2934,0.675
2935,0.7925
2936,0.53375
2937,0.375
2938,0.6923809523809524
2939,0.2533333333333333
2940,0.2692009379509381
2941,0.765
2942,0.175
2943,0.38
2944,0.15216666666666667
2945,0.4183333333333333
2946,0.615
2947,0.005
2948,0.79875
2949,0.5183333333333333
2950,0.16037121212121214
2951,0.0
2952,0.29127777777777775
2953,0.6154166666666667
2954,0.515
2955,0.23183333333333336
2956,0.0
2957,0.016708465732974364
2958,0.0
2959,0.315
2960,0.0
2961,0.1775
2962,0.10583333333333332
2963,0.52
2964,0.18916666666666665
2965,0.575
2966,0.2395
2967,0.21
2968,0.7816666666666666
2969,0.06833333333333333
2970,0.2917916666666666
2971,0.5583333333333333
2972,0.4665357142857143
2973,0.566
2974,0.24692676767676766
2975,0.3020833333333333
2976,0.4765218184593185
2977,0.59575
2978,0.655
2979,0.055
2980,0.3266428571428571
2981,0.32
2982,0.0035714285714285713
2983,0.03
2984,0.06425
2985,0.06
2986,0.005
2987,0.26833333333333337
2988,0.5186666944166942
2989,0.365
2990,0.83
2991,0.6869841269841271
2992,0.6056352813852814
2993,0.3912538503163503
2994,0.715
2995,0.6686666666666667
2996,0.88
2997,0.04829166666666666
2998,0.016708465732974364
2999,0.755
3000,0.0
3001,0.6358571428571429
3002,0.4951666666666666
3003,0.3975
3004,0.41
3005,0.33
3006,0.535
3007,0.0
3008,0.455
3009,0.211875
3010,0.57
3011,0.0
3012,0.49083333333333334
3013,0.24125
3014,0.43
3015,0.7025
3016,0.685
3017,0.584
3018,0.545
3019,0.2325
3020,0.775
3021,0.031433301028192
3022,0.37766712454212475
3023,0.2636666666666667
3024,0.51
3025,0.13366666666666666
3026,0.0
3027,0.48
3028,0.6925
3029,0.31893452380952386
3030,0.11534875051419165
3031,0.695
3032,0.79
3033,0.17666666666666667
3034,0.3092619047619047
3035,0.20423076923076924
3036,0.6816666666666668
3037,0.40375
3038,0.0
3039,0.032214285714285716
3040,0.30033333333333334
3041,0.7371944444444444
3042,0.74
3043,0.27
3044,0.4016666666666667
3045,0.81
3046,0.19066784652598964
3047,0.0
3048,0.25109802534067244
3049,0.20625
3050,0.0
3051,0.3085
3052,0.0
3053,0.755
3054,0.15462125374625363
3055,0.2571428571428572
3056,0.30333333333333334
3057,0.375
3058,0.546
3059,0.4375
3060,0.88
3061,0.2846666666666666
3062,0.265
3063,0.006715686274509805
3064,0.595
3065,0.48
3066,0.007256166128849202
3067,0.845
3068,0.8888809523809524
3069,0.6
3070,0.0875
3071,0.56
3072,0.1525
3073,0.895
3074,0.665
3075,0.2644166666666667
3076,0.2510757422402159
3077,0.40509523809523806
3078,0.0
3079,0.76
3080,0.685
3081,0.13142917244672508
3082,0.17586117565261794
3083,0.3408333333333334
3084,0.23
3085,0.545
3086,0.575656746031746
3087,0.655
3088,0.0
3089,0.76
3090,0.37875
3091,0.16170452676819436
3092,0.235
3093,0.5783333333333334
3094,0.1188452380952381
3095,0.46575000000000005
3096,0.57
3097,0.012004274435956818
3098,0.5825
3099,0.6516666666666666
3100,0.5961172161172161
3101,0.9
3102,0.2804166666666667
3103,0.145
3104,0.6184087301587302
3105,0.0
3106,0.0
3107,0.0
3108,0.825
3109,0.605
3110,0.17476345876345875
3111,0.16540559398519186
3112,0.3095
3113,0.0
3114,0.43
3115,0.40625
3116,0.73
3117,0.31
3118,0.645
3119,0.77
3120,0.46625
3121,0.2792896825396825
3122,0.17487801249568793
3123,0.645
3124,0.62
3125,0.46
3126,0.45
3127,0.41
3128,0.32458333333333333
3129,1.0
3130,0.0
3131,0.265
3132,0.3375
3133,0.155
3134,0.02304945045156391
3135,0.66675
3136,0.42083333333333334
3137,0.0005419713415275793
3138,0.78
3139,0.205
3140,0.27397619047619054
3141,0.5015238095238095
3142,0.3158333333333333
3143,0.855
3144,0.535
3145,0.0
3146,0.22366666666666668
3147,0.36
3148,0.0
3149,0.70475
3150,0.8892500000000001
3151,0.04
3152,0.11
3153,0.825
3154,0.535
3155,0.8208333333333334
3156,0.585
3157,0.44875
3158,0.0
3159,0.0
3160,0.3053095238095238
3161,0.325
3162,0.215
3163,0.6245
3164,0.415
3165,0.3841547619047619
3166,0.15021090342376506
3167,0.34253968253968253
3168,0.254
3169,0.135
3170,0.39825000000000005
3171,0.66
3172,0.03
3173,0.5825
3174,0.565
3175,0.78
3176,0.71
3177,0.595
3178,0.0
3179,0.1875
3180,0.5716666666666668
3181,0.0
3182,0.43
3183,0.2242321428571429
3184,0.345
3185,0.89
3186,0.5266666666666666
3187,0.71
3188,0.5141666666666667
3189,0.2783333333333333
3190,0.07666666666666666
3191,0.5
3192,0.49774999999999997
3193,0.0
3194,0.59875
3195,0.77
3196,0.5839285714285715
3197,0.725
3198,0.0
3199,0.85
3200,0.38860383402904985
3201,0.45
3202,0.595
3203,0.01575
3204,0.3241666666666667
3205,0.565
3206,0.535
3207,0.62
3208,0.7024290119808999
3209,0.0
3210,0.008333333333333333
3211,0.58625
3212,0.5416666666666666
3213,0.075
3214,0.515
3215,0.0
3216,0.13408620831658083
3217,0.0
3218,0.0
3219,0.575
3220,0.9216666666666667
3221,0.6459325396825395
3222,0.6743988095238094
3223,0.0075
3224,0.5933749999999999
3225,0.2675476190476191
3226,0.0
3227,0.007256166128849202
3228,0.15705194805194803
3229,0.33
3230,0.3
3231,0.4355833333333333
3232,0.73
3233,0.15
3234,0.0
3235,0.8321428571428572
3236,0.8591666666666665
3237,0.24766666666666665
3238,0.315
3239,0.3753333333333334
3240,0.45875
3241,0.59
3242,0.68
3243,0.605
3244,0.32685714285714285
3245,0.745
3246,0.20467020479520476
3247,0.255
3248,0.8751666666666666
3249,0.6583333333333333
3250,0.355
3251,0.46649999999999997
3252,0.18
3253,0.16484460321483296
3254,0.41412896825396833
3255,0.22458333333333336
3256,0.5763333333333333
3257,0.35767261904761904
3258,0.23416666666666663
3259,0.21
3260,0.7016666666666665
3261,0.19084889186321063
3262,0.44
3263,0.5575
3264,0.55
3265,0.11166666666666668
3266,0.58
3267,0.2
3268,0.52375
3269,0.32423611111111106
3270,0.5675
3271,0.04
3272,0.0
3273,0.6837906399156399
3274,0.005
3275,0.0
3276,0.54625
3277,0.21
3278,0.59
3279,0.34524159211245126
3280,0.49291017316017316
3281,0.1005
3282,0.4433333333333333
3283,0.6675892857142859
3284,0.615
3285,0.18331540698723361
3286,0.32
3287,0.0
3288,0.001919191919191919
3289,0.08138288869764775
3290,0.29
3291,0.1364642857142857
3292,0.365
3293,0.0
3294,0.46448809523809514
3295,0.0
3296,0.925
3297,0.5849880952380953
3298,0.6554166666666665
3299,0.525
3300,0.49
3301,0.623702380952381
3302,0.4925
3303,0.5016666666666666
3304,0.3999761904761904
3305,0.13004166666666667
3306,0.675
3307,0.48050000000000004
3308,0.76625
3309,0.1425
3310,0.4925
3311,0.0
3312,0.555
3313,0.68
3314,0.19066784652598964
3315,0.5154166666666666
3316,0.0
3317,0.223
3318,0.0
3319,0.18833333333333332
3320,0.6617480158730159
3321,0.1354234042101689
3322,0.0
3323,0.0
3324,0.15291666666666667
3325,0.0
3326,0.39
3327,0.3725
3328,0.5
3329,0.6919522005772005
3330,0.5720000000000001
3331,0.19
3332,0.3066666666666667
3333,0.46
3334,0.7528333333333334
3335,0.05
3336,0.2985
3337,0.026363197615086514
3338,0.695
3339,0.2058333333333334
3340,0.275
3341,0.2016666666666667
3342,0.6418333333333334
3343,0.51
3344,0.07558333333333332
3345,0.605
3346,0.47
3347,0.08088713238229485
3348,0.26591071428571433
3349,0.125
3350,0.4437035603285603
3351,0.3545833333333333
3352,0.03969282106782107
3353,0.0
3354,0.57
3355,0.2341666666666667
3356,0.5614166666666667
3357,0.01
3358,0.54
3359,0.439515873015873
3360,0.0
3361,0.6933611111111111
3362,0.09809718650372672
3363,0.7591309523809524
3364,0.857
3365,0.3037619047619048
3366,0.645
3367,0.5
3368,0.3
3369,0.5375
3370,0.0484702380952381
3371,0.2781130952380952
3372,0.23725000000000002
3373,0.09
3374,0.1006141774891775
3375,0.635
3376,0.3299047619047619
3377,0.6148333333333333
3378,0.37
3379,0.75
3380,0.475
3381,0.785
3382,0.7
3383,0.23
3384,0.42
3385,0.13491666666666668
3386,0.445
3387,0.7495833333333333
3388,0.27
3389,0.259210951307416
3390,0.895
3391,0.05471484888346389
3392,0.235
3393,0.635
3394,0.39875
3395,0.2692009379509381
3396,0.3947261904761904
3397,0.87
3398,0.48869047619047623
3399,0.5474236566434842
3400,0.3075
3401,0.4
3402,0.71
3403,0.0
3404,0.2016666666666667
3405,0.262
3406,0.5570714285714286
3407,0.0
3408,0.725
3409,0.275
3410,0.855
3411,0.2383333333333333
3412,0.55
3413,0.785
3414,0.021874999999999995
3415,0.7396428571428573
3416,0.0
3417,0.18811345598845602
3418,0.3234583333333334
3419,0.22413257575757575
3420,0.57125
3421,0.0
3422,0.007256166128849202
3423,0.6539166666666667
3424,0.25812499999999994
3425,0.0
3426,0.52
3427,0.8683333333333333
3428,0.06333333333333332
3429,0.0
3430,0.30584816735552034
3431,0.12266666666666666
3432,0.4007142857142857
3433,0.26814682539682544
3434,0.265
3435,0.2225
3436,0.0
3437,0.18208333333333335
3438,0.007256166128849202
3439,0.36913364413364436
3440,0.5825
3441,0.725
3442,0.28
3443,0.66875
3444,0.39475
3445,0.755
3446,0.14252182539682537
3447,0.56
3448,0.5653333333333334
3449,0.725
3450,0.29
3451,0.7266666666666666
3452,0.1157128667256376
3453,0.625
3454,0.635
3455,0.67
3456,0.0007142857142857143
3457,0.66
3458,0.225
3459,0.0675
3460,0.11083333333333333
3461,0.7189089382839383
3462,0.12133333333333333
3463,0.41666666666666663
3464,0.6866666666666668
3465,0.6129828643578643
3466,0.155625
3467,0.6325
3468,0.19375
3469,0.19116666666666668
3470,0.54
3471,0.688331246368011
3472,0.2463333333333334
3473,0.33702380952380956
3474,0.14991666666666664
3475,0.11
3476,0.3846011904761905
3477,0.36025000000000007
3478,0.5217678571428571
3479,0.13
3480,0.652
3481,0.44132142857142864
3482,0.2975
3483,0.01728615134865135
3484,0.395
3485,0.3336666666666666
3486,0.025538239538239537
3487,0.5395952380952381
3488,0.525
3489,0.155
3490,0.46258333333333324
3491,0.2775
3492,0.64
3493,0.58125
3494,0.34
3495,0.535
3496,0.724375
3497,0.016708465732974364
3498,0.0
3499,0.6121646825396827
3500,0.545
3501,0.07652035278551628
3502,0.3579761904761905
3503,0.6
3504,0.0
3505,0.6262500000000001
3506,0.515
3507,0.04476262626262627
3508,0.735
3509,0.012004274435956818
3510,0.0740676406926407
3511,0.3794166666666667
3512,0.5575
3513,0.312
3514,0.0
3515,0.0
3516,0.38
3517,0.08191770931316626
3518,0.00045454545454545455
3519,0.2
3520,0.15875
3521,0.525
3522,0.5758333333333333
3523,0.7025
3524,0.507
3525,0.5875238095238096
3526,0.665
3527,0.19366666666666668
3528,0.4379906204906206
3529,0.2075
3530,0.02
3531,0.0
3532,0.7040000000000001
3533,0.63
3534,0.044583333333333336
3535,0.8733333333333333
3536,0.545
3537,0.0
3538,0.795
3539,0.7508333333333332
3540,0.41676569264069263
3541,0.0817536231884058
3542,0.49440143026907735
3543,0.608
3544,0.645
3545,0.61
3546,0.49958333333333327
3547,0.143316150779385
3548,0.23366666666666666
3549,0.1742142857142857
3550,0.6039464285714286
3551,0.455
3552,0.3425
3553,0.24
3554,0.87
3555,0.16501587301587303
3556,0.66
3557,0.5816666666666667
3558,0.0
3559,0.62
3560,0.2005292207792208
3561,0.5225
3562,0.011666666666666665
3563,0.23916666666666667
3564,0.42398237179487175
3565,0.27038906926406936
3566,0.425
3567,0.49646428571428575
3568,0.785
3569,0.11068589743589742
3570,0.0
3571,0.4878333333333334
3572,0.016708465732974364
3573,0.4285
3574,0.175
3575,0.51
3576,0.5205
3577,0.525
3578,0.375
3579,0.6861441197691195
3580,0.0
3581,0.2335
3582,0.4025
3583,0.4195833333333333
3584,0.4733333333333334
3585,0.03166666666666667
3586,0.6
3587,0.22133333333333333
3588,0.7304166666666666
3589,0.8193392857142855
3590,0.6471071428571429
3591,0.0
3592,0.7550824314574314
3593,0.4917738095238095
3594,0.76125
3595,0.3666309523809524
3596,0.45566666666666655
3597,0.7966666666666667
3598,0.016708465732974364
3599,0.2889589543583351
3600,0.1580238095238095
3601,0.40633333333333327
3602,0.3620476190476191
3603,0.075
3604,0.7803936202686202
3605,0.2553333333333333
3606,0.285
3607,0.52375
3608,0.1125
3609,0.7166666666666667
3610,0.3116666666666667
3611,0.09948863636363636
3612,0.14118036130536132
3613,0.840454365079365
3614,0.92
3615,0.34147152847152845
3616,0.01
3617,0.36795238095238103
3618,0.092
3619,0.26775000000000004
3620,0.5820833333333333
3621,0.355
3622,0.07808333333333334
3623,0.2655247530247529
3624,0.655
3625,0.015
3626,0.5908333333333333
3627,0.5671944444444444
3628,0.31633333333333336
3629,0.7
3630,0.83
3631,0.7730723443223444
3632,0.6745050505050506
3633,0.8673333333333332
3634,0.84
3635,0.45
3636,0.0
3637,0.013333333333333332
3638,0.14250094478387798
3639,0.37
3640,0.865
3641,0.42
3642,0.675
3643,0.7304166666666666
3644,0.0
3645,0.665
3646,0.0
3647,0.29
3648,0.1656130952380952
3649,0.19974855071963707
3650,0.5175
3651,0.5833333333333334
3652,0.5766666666666667
3653,0.14875
3654,0.3983333333333334
3655,0.5186666944166942
3656,0.3296428571428571
3657,0.64125
3658,0.27
3659,0.6075
3660,0.73
3661,0.8044999999999999
3662,0.3245
3663,0.4
3664,0.11
3665,0.49
3666,0.27
3667,0.0
3668,0.010294746103569632
3669,0.0
3670,0.745
3671,0.6464583333333332
3672,0.9144553848928848
3673,0.4575
3674,0.0
3675,0.12722745310245312
3676,0.12333333333333334
3677,0.345
3678,0.04604166666666666
3679,0.54
3680,0.0
3681,0.0
3682,0.052031836219336214
3683,0.77875
3684,0.705
3685,0.6375
3686,0.28801182844932843
3687,0.32623214285714286
3688,0.6166666666666667
3689,0.445
3690,0.5775
3691,0.6371666666666667
3692,0.0010227272727272728
3693,0.795
3694,0.515
3695,0.030857142857142857
3696,0.6325
3697,0.0
3698,0.86
3699,0.28
3700,0.29
3701,0.76
3702,0.3621071428571428
3703,0.67925
3704,0.4225
3705,0.202030303030303
3706,0.39
3707,0.458404761904762
3708,0.0
3709,0.8245833333333334
3710,0.01
3711,0.3605555555555556
3712,0.0
3713,0.0
3714,0.010833333333333335
3715,0.5616666666666666
3716,0.475
3717,0.06125
3718,0.1725
3719,0.12758333333333333
3720,0.6921666666666667
3721,0.019916666666666666
3722,0.8183333333333332
3723,0.8551666666666665
3724,0.07460714285714286
3725,0.32833333333333337
3726,0.72575
3727,0.305
3728,0.73
3729,0.56
3730,0.4658333333333334
3731,0.3241904761904763
3732,0.285
3733,0.44
3734,0.0
3735,0.1157128667256376
3736,0.67
3737,0.6133333333333333
3738,0.54875
3739,0.09
3740,0.3761448412698412
3741,0.215
3742,0.665
3743,0.0
3744,0.8425
3745,0.49375
3746,0.0
3747,0.1457142857142857
3748,0.35270129870129874
3749,0.0025
3750,0.535
3751,0.5575
3752,0.725
3753,0.7666011904761904
3754,0.19
3755,0.22205357142857146
3756,0.5791666666666667
3757,0.36
3758,0.205
3759,0.2910396825396825
3760,0.26
3761,0.38
3762,0.87
3763,0.10541666666666666
3764,0.34875
3765,0.49440143026907735
3766,0.0
3767,0.4925
3768,0.535
3769,0.5121666666666665
3770,0.015
3771,0.5769166666666666
3772,0.19066784652598964
3773,0.5815930025898469
3774,0.2574126984126983
3775,0.0
3776,0.07166666666666667
3777,0.545
3778,0.675
3779,0.026363197615086514
3780,0.0
3781,0.205
3782,0.6541666666666667
3783,0.0
3784,0.2075
3785,0.43725
3786,0.4375
3787,0.58
3788,0.64
3789,0.115
3790,0.805
3791,0.55
3792,0.16716666666666669
3793,0.006666666666666666
3794,0.8305833333333333
3795,0.13517857142857145
3796,0.0
3797,0.33833333333333326
3798,0.0
3799,0.235
3800,0.016708465732974364
3801,0.9
3802,0.6
3803,0.5495833333333333
3804,0.1801666666666667
3805,0.007256166128849202
3806,0.5649404761904762
3807,0.26
3808,0.295
3809,0.8097619047619048
3810,0.0
3811,0.06508214416302653
3812,0.835
3813,0.7043320707070708
3814,0.26645081307581303
3815,0.3175
3816,0.6502500000000001
3817,0.78375
3818,0.6084999999999999
3819,0.44750000000000006
3820,0.5716666666666667
3821,0.61
3822,0.6741666666666667
3823,0.0825
3824,0.0
3825,0.615
3826,0.3345830208777327
3827,0.7816666666666667
3828,0.395
3829,0.355
3830,0.33666666666666667
3831,0.762168650793651
3832,0.375
3833,0.0
3834,0.3152380952380952
3835,0.235
3836,0.7741666666666666
3837,0.3608333333333333
3838,0.585915404040404
3839,0.0
3840,0.12333333333333332
3841,0.18245634920634918
3842,0.5919166666666666
3843,0.725
3844,0.48333333333333345
3845,0.125
3846,0.445
3847,0.5368333333333334
3848,0.7125
3849,0.5383333333333333
3850,0.3725
3851,0.75
3852,0.5249471548188656
3853,0.72
3854,0.3671666666666667
3855,0.65
3856,0.30166666666666664
3857,0.007256166128849202
3858,0.42
3859,0.465
3860,0.5283333333333333
3861,0.035
3862,0.08125
3863,0.705
3864,0.395
3865,0.0
3866,0.455
3867,0.44
3868,0.38366666666666666
3869,0.5008511904761906
3870,0.3969523809523809
3871,0.9428352490421456
3872,0.001
3873,0.33534325396825404
3874,0.0
3875,0.36
3876,0.555
3877,0.8129166666666667
3878,0.6
3879,0.0
3880,0.565
3881,0.495
3882,0.23866666666666667
3883,0.5283333333333333
3884,0.8170833333333334
3885,0.15479166666666666
3886,0.652360294117647
3887,0.39495238095238094
3888,0.35166666666666674
3889,0.5005
3890,0.735
3891,0.2683333333333333
3892,0.0
3893,0.4916507936507935
3894,0.2470952380952381
3895,0.0
3896,0.2823888888888889
3897,0.485
3898,0.835
3899,0.0
3900,0.465
3901,0.0
3902,0.13
3903,0.4875
3904,0.0
3905,0.0
3906,0.77
3907,0.25
3908,0.7483333333333334
3909,0.01
3910,0.72
3911,0.895
3912,0.31625
3913,0.005
3914,0.23550000000000001
3915,0.475
3916,0.895
3917,0.10852579365079362
3918,0.03583333333333333
3919,0.14375
3920,0.52
3921,0.38541666666666663
3922,0.04
3923,0.235
3924,0.575
3925,0.66
3926,0.23447619047619045
3927,0.34
3928,0.28172023809523805
3929,0.9833333333333334
3930,0.217
3931,0.02583333333333333
3932,0.41034027457615346
3933,0.625
3934,0.54
3935,0.16
3936,0.09456666666666667
3937,0.44939331501831503
3938,0.7708333333333333
3939,0.15708333333333332
3940,0.0
3941,0.385
3942,0.0
3943,0.01
3944,0.4818333333333333
3945,0.755
3946,0.004583333333333333
3947,0.0
3948,0.0
3949,0.67
3950,0.3483333333333333
3951,0.01
3952,0.30211904761904756
3953,0.4366666666666667
3954,0.8502896825396826
3955,0.12766666666666665
3956,0.005
3957,0.0
3958,0.685
3959,0.03997222222222222
3960,0.735
3961,0.5
3962,0.0
3963,0.495
3964,0.0
3965,0.565
3966,0.6
3967,0.37448412698412703
3968,0.454175827305221
3969,0.535
3970,0.20333333333333337
3971,0.11458333333333331
3972,0.0
3973,0.012004274435956818
3974,0.47375
3975,0.535
3976,0.0
3977,0.0
3978,0.475
3979,0.2825
3980,0.705
3981,0.0
3982,0.11078174603174602
3983,0.077875
3984,0.4912519841269841
3985,0.095
3986,0.545
3987,0.4975
3988,0.5504060245310245
3989,0.4395833333333334
3990,0.0
3991,0.2
3992,0.06
3993,0.3425
3994,0.30914584009471785
3995,0.4764563492063493
3996,0.265
3997,0.7641666666666665
3998,0.42
3999,0.705
4000,0.4825
4001,0.615
4002,0.31446428571428564
4003,0.11
4004,0.37
4005,0.51
4006,0.32299999999999995
4007,0.72
4008,0.0
4009,0.0
4010,0.705
4011,0.6083333333333334
4012,0.9533333333333335
4013,0.6183333333333334
4014,0.8
4015,0.2786666666666667
4016,0.6025
4017,0.5216666666666666
4018,0.305
4019,0.44
4020,0.18875
4021,0.7191666666666666
4022,0.6016666666666667
4023,0.003847222222222222
4024,0.02
4025,0.6104166666666667
4026,0.19974855071963707
4027,0.35686786459154873
4028,0.0
4029,0.88
4030,0.38166666666666665
4031,0.8616666666666666
4032,0.3429166666666667
4033,0.42869047619047634
4034,0.64
4035,0.0
4036,0.25
4037,0.75
4038,0.545
4039,0.30666666666666664
4040,0.255
4041,0.1690873015873016
4042,0.030357142857142857
4043,0.53
4044,0.8107142857142858
4045,0.5155
4046,0.3525
4047,0.19534313725490196
4048,0.555
4049,0.6220833333333333
4050,0.5820833333333333
4051,0.7218881033124456
4052,0.12305081329025613
4053,0.81975
4054,0.375
4055,0.6578571428571428
4056,0.08622338682047738
4057,0.5558333333333334
4058,0.49
4059,0.645
4060,0.605
4061,0.37766712454212475
4062,0.0859042207792208
4063,0.0
4064,0.16375
4065,0.23543741881650757
4066,0.82125
4067,0.835
4068,0.6441666666666666
4069,0.075
4070,0.38
4071,0.5642499999999999
4072,0.28118581160279016
4073,0.0
4074,0.007256166128849202
4075,0.135
4076,0.38508333333333333
4077,0.0
4078,0.0
4079,0.06958333333333333
4080,0.42
4081,0.02958333333333333
4082,0.5841666666666666
4083,0.13924999999999998
4084,0.53
4085,0.6731904761904762
4086,0.12543253968253967
4087,0.6404166666666665
4088,0.715
4089,0.49
4090,0.5425
4091,0.3133333333333333
4092,0.7530000000000001
4093,0.5144166666666667
4094,0.27416666666666667
4095,0.10408333333333333
4096,0.78
4097,0.11424999999999995
4098,0.8083882783882785
4099,0.14512103174603175
4100,0.19764779682522648
4101,0.625
4102,0.61
4103,0.01630952380952381
4104,0.605
4105,0.74
4106,0.5566666666666668
4107,0.27
4108,0.3706746031746032
4109,0.6212142857142857
4110,0.54
4111,0.3975
4112,0.0
4113,0.09916666666666668
4114,0.335
4115,0.5933333333333334
4116,0.19291666666666668
4117,0.11347513597513595
4118,0.895
4119,0.6675
4120,0.35383333333333333
4121,0.48
4122,0.805
4123,0.6179166666666667
4124,0.4355357142857143
4125,0.3642857142857143
4126,0.085
4127,0.325
4128,0.3629166666666667
4129,0.25916666666666666
4130,0.0016666666666666666
4131,0.5025
4132,0.365
4133,0.6070833333333333
4134,0.31
4135,0.598736111111111
4136,0.735
4137,0.8015238095238095
4138,0.5710000000000001
4139,0.10375
4140,0.6587499999999998
4141,0.03707843792904871
4142,0.02166666666666667
4143,0.14991666666666664
4144,0.5675
4145,0.02641287878787878
4146,0.0
4147,0.5041666666666667
4148,0.639
4149,0.62
4150,0.485
4151,0.525
4152,0.47933333333333344
4153,0.005555555555555556
4154,0.755
4155,0.18416666666666665
4156,0.23
4157,0.7816666666666666
4158,0.23
4159,0.12543728493728484
4160,0.5103333333333333
4161,0.5791666666666666
4162,0.62425
4163,0.285
4164,0.235
4165,0.67
4166,0.49
4167,0.0
4168,0.685
4169,0.48166666666666663
4170,0.6890000000000001
4171,0.22853454517724842
4172,0.1787721762572129
4173,0.05750000000000001
4174,0.25
4175,0.005
4176,0.625
4177,0.019467990342990345
4178,0.465
4179,0.3726428571428572
4180,0.385
4181,0.6975
4182,0.42
4183,0.2267179487179487
4184,0.6340833333333333
4185,0.325
4186,0.37625
4187,0.729093567251462
4188,0.0
4189,0.011406746031746032
4190,0.635
4191,0.695
4192,0.53625
4193,0.645
4194,0.16170452676819436
4195,0.0
4196,0.5052380952380953
4197,0.6025
4198,0.785
4199,0.78
4200,0.016708465732974364
4201,0.02705555555555556
4202,0.125
4203,0.5501666666666667
4204,0.8191666666666667
4205,0.5622161172161171
4206,0.46366666666666667
4207,0.21165692640692646
4208,0.185
4209,0.24116666666666664
4210,0.6733333333333335
4211,0.655
4212,0.4966666666666667
4213,0.22333333333333333
4214,0.19033333333333335
4215,0.143316150779385
4216,0.4659166666666667
4217,0.5920000000000001
4218,0.5756190476190476
4219,0.38791522366522374
4220,0.81
4221,0.49875
4222,0.34
4223,0.0
4224,0.5441666666666667
4225,0.2276726190476191
4226,0.5054166666666666
4227,0.0
4228,0.58025
4229,0.2383333333333333
4230,0.915
4231,0.395
4232,0.0
4233,0.7929411764705883
4234,0.4057916666666667
4235,0.301
